"ESTUDIO";"ENTREV";"REGISTRO";"CUES";"TIPO_TEL";"CCAA";"PROV";"MUN";"TAMUNI";"CAPITAL";"SEXO";"EDAD";"NACIONALIDAD";"ADQUINAC";"PAISNAC";"PAISNAC2";"P4";"P5";"P6";"P7_1";"P7_2";"P7_3";"P7_4";"P7_5";"P7_6";"P7_7";"P7_8";"P7_9";"P7_10";"P7_11";"P7_12";"P8";"ECOPER";"ECOESP";"PESPANNA1";"PESPANNA2";"PESPANNA3";"PPERSONAL1";"PPERSONAL2";"PPERSONAL3";"PREFPTE";"PROBVOTO";"INTENCIONG";"INTENCIONGALTER";"SIMPATIA";"ESCIDEOL";"LIDERESCONOCE_1";"LIDERESCONOCE_2";"LIDERESCONOCE_3";"LIDERESCONOCE_4";"VALORALIDERES_1";"VALORALIDERES_2";"VALORALIDERES_3";"VALORALIDERES_4";"CONOMINIS_1";"CONOMINIS_2";"CONOMINIS_3";"CONOMINIS_4";"CONOMINIS_5";"CONOMINIS_6";"CONOMINIS_7";"CONOMINIS_8";"CONOMINIS_9";"CONOMINIS_10";"CONOMINIS_11";"CONOMINIS_12";"CONOMINIS_13";"CONOMINIS_14";"CONOMINIS_15";"CONOMINIS_16";"CONOMINIS_17";"CONOMINIS_18";"CONOMINIS_19";"CONOMINIS_20";"CONOMINIS_21";"CONOMINIS_22";"VALMINIS_1";"VALMINIS_2";"VALMINIS_3";"VALMINIS_4";"VALMINIS_5";"VALMINIS_6";"VALMINIS_7";"VALMINIS_8";"VALMINIS_9";"VALMINIS_10";"VALMINIS_11";"VALMINIS_12";"VALMINIS_13";"VALMINIS_14";"VALMINIS_15";"VALMINIS_16";"VALMINIS_17";"VALMINIS_18";"VALMINIS_19";"VALMINIS_20";"VALMINIS_21";"VALMINIS_22";"PARTICIPACIONG";"RECUVOTOG";"CERCANIA";"ESCUELA";"NIVELESTENTREV";"RELIGION";"PRACTICARELIG6";"ECIVIL";"SITLAB";"RELALAB";"CNO11";"INGRESHOG";"CLASESOCIAL";"SINCERIDAD";"IA_I504";"IA_I505";"IA_I506";"IA_I507";"IA_I508";"IA_I509";"IA_I510";"IA_I511";"IA_I512";"IA_I513";"IA_I514";"IA_I515";"IA_I516";"IA_I517";"IA_I518";"IA_I519";"IA_I520";"IA_I521";"IA_I522";"IA_I523";"IA_I524";"IA_I525";"IA_I526";"IA_I528";"IA_I529";"IA_I530";"IA_I531";"IA_I532";"IA_I533";"IA_I534";"IA_I535";"IA_I536";"IA_I537";"IA_I538";"IA_I539";"IA_I540";"IA_I541";"IA_I542";"IA_I543";"IA_OBS0";"IA_OBS1";"IA_OBS2";"IA_E1_DIA";"IA_E1_MES";"IA_E1_ANYO";"IA_E2";"IA_E3";"IA_E4";"IA_VALIDA";"IA_APLAZADA";"IA_MODIFICADA";"IA_SUPERVISADA";"IA_C2";"IA_C2A";"IA_C2B_26";"IA_C2B_27";"IA_C2B_28";"IA_C2B_29";"IA_C2B_30";"IA_C2B_31";"IA_C2B_32";"IA_C2B_33";"IA_C2B_34";"IA_C2B_35";"IA_C2B_36";"IA_C2B_37";"IA_C2B_38";"IA_C2B_39";"IA_C2B_40";"IA_C2B_41";"IA_C2B_42";"IA_C2B_43";"IA_C2B_44";"IA_C2B_45";"IA_C3";"IA_C4";"INTENCIONGR";"INTENCIONGALTERR";"VOTOSIMG";"RECUVOTOGR";"RECUERDO";"ESTUDIOS";"CNO11R";"CLASESUB";"PESO";"PESOCCAA"
3492;0;42757;1563;2;1;4;0;1;3;1;53;1;1;1;0;2;2;2;2;2;2;1;1;2;2;2;1;1;2;1;1;5;5;51;42;8;12;78;7;97;10;9977;0;9999;5;1;1;1;1;1;1;1;1;7;7;7;7;7;7;1;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;0;6;0;2;2;0;0;6;12;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;5;0;-4;"";"";3;1;25;5;23;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;9977;0;9977;1;1;1;12;5;2,41278;1,1077
3492;0;63963;2253;2;1;4;0;2;3;1;32;1;1;1;0;1;2;2;1;1;1;1;1;1;1;2;2;1;2;2;2;4;2;11;18;7;9;7;999;8;10;2;3;0;4;1;1;1;1;1;5;2;2;7;1;7;1;7;7;1;1;1;7;7;1;7;1;1;1;7;1;1;7;7;7;0;2;0;2;0;0;1;2;1;0;0;1;0;1;1;2;0;4;2;0;0;0;1;1;1;3;6;2;1;2;4;0;0;6;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-4;"";"";3;1;25;5;13;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;2;3;2;1;1;4;16;5;2,83098;1,48169
3492;0;24070;883;2;1;4;13;5;2;2;66;1;1;1;0;2;2;1;2;2;2;1;2;1;2;1;1;2;2;2;2;2;2;77;51;7;77;76;80;1;10;1;9998;0;4;1;1;1;1;6;3;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;1;1;7;6;6;7;6;8;7;6;5;6;5;7;7;7;8;6;6;6;5;0;7;6;1;1;1;3;11;5;0;1;2;0;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;5;0;-4;"";"";2;1;25;4;17;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;9998;1;1;1;6;12;1;0,2773;0,8249
3492;0;41616;1520;2;1;4;13;5;2;1;53;1;1;1;0;1;2;1;2;2;2;2;1;1;1;2;2;2;1;2;4;4;2;11;999;999;1;7;9;98;10;9998;0;9998;1;1;1;1;1;8;1;9;1;7;7;7;1;1;7;1;1;1;7;1;1;7;1;1;7;7;1;7;7;7;7;0;0;0;5;5;0;8;5;6;0;9;9;0;5;6;0;0;7;0;0;0;0;1;21;901;3;6;6;0;2;4;0;0;6;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;14;0;-4;"";"";3;1;25;5;17;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;9998;0;9998;21;21;4;16;5;1,0252;0,73731
3492;0;42259;1544;2;1;4;13;5;2;1;31;2;2;2;343;2;2;3;1;2;2;1;1;1;2;2;1;1;1;2;2;2;2;51;22;998;24;9;7;1;0;1;2;0;10;1;1;1;1;5;4;4;1;7;7;1;1;7;7;1;7;1;7;7;7;7;7;7;1;7;1;7;7;7;7;0;0;3;1;0;0;4;0;1;0;0;0;0;0;0;2;0;2;0;0;0;0;1;1;1;3;10;5;0;2;1;1;4;2;3;2;0;0;0;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;24;2;-4;"";"";3;1;25;5;15;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;2;1;1;1;6;4;2;0,49484;0,83761
3492;0;44502;1634;1;1;4;13;5;2;2;61;1;1;2;228;4;4;4;1;1;2;2;1;1;1;1;1;1;2;2;2;2;5;25;21;18;70;51;8;8;10;9998;0;9997;5;1;1;1;1;1;4;1;4;7;7;7;7;7;7;1;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;9997;3;6;1;6;2;7;0;0;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6;0;-4;"";"";3;1;25;5;18;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;9998;0;9997;3;3;4;14;2;0,94138;0,82237
3492;0;45440;1675;2;1;4;13;5;2;2;46;1;1;1;0;4;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;4;24;8;58;35;9;8;8;10;2;3;0;8;1;1;1;1;1;5;1;2;7;7;1;1;7;7;1;1;1;7;1;1;7;1;1;7;7;1;1;7;1;7;0;0;1;2;0;0;1;2;1;0;1;1;0;5;1;0;0;4;1;0;4;0;1;2;2;3;15;1;4;1;1;2;1;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;-4;"";"";3;1;25;5;17;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;2;3;2;2;2;6;1;2;0,53814;0,81096
3492;0;46468;1710;2;1;4;13;5;2;1;40;1;1;1;0;2;1;2;2;2;2;1;1;1;1;1;1;2;1;1;3;2;2;52;80;77;77;80;9;4;10;21;8;0;1;1;1;1;1;7;3;9;1;7;1;1;1;7;7;1;1;1;7;1;1;7;1;1;1;1;1;1;7;7;1;0;4;6;6;0;0;8;8;6;0;3;5;0;5;5;3;6;4;4;0;0;7;1;21;8;3;7;5;0;1;1;1;3;3;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;9;0;-4;"";"";3;1;25;5;14;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;21;8;21;21;21;5;3;2;0,56679;0,8054
3492;0;46635;1718;1;1;4;13;5;2;1;81;1;1;1;0;1;1;1;8;2;2;1;2;1;2;2;1;2;2;2;1;2;4;8;50;22;21;6;22;98;0;9997;0;9998;5;1;1;7;7;4;3;0;0;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;9998;3;6;9;0;1;2;0;0;4;5;1;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;45;0;0;0;0;65;0;-4;"";"";3;1;25;5;26;3;1;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;9997;0;9998;0;9997;4;12;4;0,60271;0,8552
3492;0;49985;1836;2;1;4;13;5;2;1;40;1;1;1;0;5;4;4;1;1;2;1;1;1;2;1;1;1;1;2;2;3;3;8;25;24;8;9;5;3;10;3;9993;0;10;1;1;1;1;1;1;1;6;7;1;1;1;7;7;1;1;1;7;7;1;1;7;1;7;7;1;7;7;1;1;0;98;5;1;0;0;1;1;1;0;0;1;5;0;1;0;0;1;0;0;1;5;1;3;3;3;4;2;2;1;1;1;7;3;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;5;0;-4;"";"";3;1;25;5;12;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;3;9993;3;3;3;3;7;5;3,25522;0,8054
3492;0;70346;2432;2;1;4;13;5;2;1;46;1;1;1;0;5;2;5;1;1;1;1;1;1;1;1;1;2;1;2;2;2;5;24;8;25;8;25;6;8;10;2;8996;0;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;2;9997;3;12;1;3;1;1;1;2;2;4;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;13;0;0;0;0;27;0;-4;"";"";4;1;25;6;18;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;2;8996;2;2;2;6;2;3;0,46967;0,73731
3492;0;74246;2553;2;1;4;13;5;2;1;47;1;1;1;0;2;2;2;9;9;1;1;1;1;1;9;1;2;1;1;1;2;3;30;25;999;25;15;8;8;10;9998;0;9997;6;1;1;1;1;1;6;2;4;7;1;1;1;1;7;7;1;1;7;1;1;7;7;1;7;7;1;7;7;7;7;0;4;5;4;5;0;0;5;3;0;4;1;0;0;2;0;0;4;0;0;0;0;1;2;5;3;10;4;0;1;1;1;2;2;3;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;46;0;0;0;0;58;0;-4;"";"";4;1;25;6;17;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;9998;0;9997;2;2;6;2;2;0,46967;0,73731
3492;0;82820;2788;2;1;4;13;5;2;1;58;1;1;1;0;4;4;5;2;2;2;1;2;2;2;2;2;2;2;2;2;2;4;998;999;999;1;8;998;97;0;9997;0;9997;3;1;1;1;1;1;1;1;1;7;7;7;1;7;7;1;7;1;7;7;1;7;1;1;7;7;1;7;7;7;7;0;0;0;1;0;0;1;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0;2;0;9997;3;4;5;0;2;4;0;0;6;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-4;"";"";4;1;25;6;11;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;9997;0;9997;0;9997;3;16;4;1,86314;0,76827
3492;0;90696;2945;2;1;4;13;5;2;1;64;1;1;1;0;1;2;1;1;2;2;1;1;1;1;1;1;1;2;1;2;2;2;21;8;999;21;6;997;1;10;1;8;0;7;1;1;1;1;7;5;7;2;7;1;1;1;1;1;1;1;1;7;1;1;7;1;1;7;7;1;7;7;1;1;0;7;5;9;5;8;8;6;8;0;10;10;0;8;10;0;0;9;0;0;6;6;1;1;1;3;5;2;2;1;1;2;5;4;4;2;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;44;0;0;0;0;38;1;-4;"";"";7;1;25;2;20;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;8;1;1;1;5;5;3;0,84833;0,76827
3492;0;93486;2990;2;1;4;13;5;2;1;38;1;1;1;0;1;1;1;1;2;2;1;1;1;1;1;1;2;2;2;2;1;3;52;13;8;35;52;5;97;10;1;8;0;2;1;1;1;1;4;1;1;1;7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;1;1;0;5;1;5;5;6;1;1;1;5;3;5;1;1;9;5;1;1;1;0;5;5;1;1;1;3;13;6;0;1;1;3;2;2;3;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;16;0;-4;"";"";7;1;25;2;19;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;8;1;1;1;6;2;2;0,56679;0,8054
3492;0;114650;3336;2;1;4;13;5;2;2;30;1;1;1;0;1;2;2;1;2;1;1;1;1;1;2;1;1;1;2;3;2;4;51;6;22;6;22;997;97;9;9998;0;1;2;1;1;1;1;8;5;7;1;7;7;7;7;7;7;1;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;3;13;6;0;1;7;0;0;6;4;1;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2;0;0;0;0;2;1;0;85;1;0;0;0;101;0;-4;"";"";7;1;25;2;12;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;9998;0;1;0;9997;6;14;3;0,71807;0,96602
3492;0;181406;3726;2;1;4;13;5;2;1;46;1;1;1;0;2;1;1;2;2;2;2;1;1;2;2;2;1;1;2;4;2;1;21;77;22;998;999;999;1;10;1;21;0;2;1;1;1;1;7;3;8;1;1;1;1;1;7;1;1;7;1;7;1;1;1;7;1;1;7;1;1;1;7;1;98;98;7;98;0;8;8;0;6;0;6;7;98;0;8;98;0;7;98;98;0;8;2;0;1;3;7;4;0;2;4;0;0;6;98;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-4;"";"";9;1;25;4;21;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;21;1;0;9997;5;16;8;0,46967;0,73731
3492;0;183494;3747;2;1;4;13;5;2;1;78;1;1;1;0;2;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;1;2;52;22;6;6;78;997;97;10;9998;0;2;6;1;1;1;1;3;5;3;4;7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;1;1;7;1;1;0;5;5;5;4;5;3;3;3;3;3;3;4;5;4;4;0;5;5;0;4;4;1;2;2;3;11;1;4;5;2;0;0;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-4;"";"";9;1;25;4;21;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;9998;0;2;2;2;6;12;2;0,36126;0,8552
3492;0;186491;3838;2;1;4;13;5;2;2;79;1;1;1;0;2;2;2;2;2;2;2;1;1;2;1;1;1;1;1;1;2;2;18;9;7;12;6;63;1;10;1;2;0;5;1;1;1;1;10;8;5;1;7;1;1;1;7;7;1;7;1;7;7;1;7;1;1;7;7;1;7;7;7;7;0;5;10;10;0;0;5;0;8;0;0;10;0;8;8;0;0;10;0;0;0;0;1;1;1;3;5;4;0;3;3;0;0;6;5;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;24;0;1;0;0;48;1;-4;"";"";9;1;25;4;17;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;2;1;1;1;5;15;4;0,91923;2,11917
3492;0;190993;3969;2;1;4;13;5;2;1;46;1;1;1;0;2;2;2;1;1;1;1;1;1;2;1;1;1;1;2;3;2;4;13;8;18;8;35;997;8;10;2;3;0;7;1;1;1;1;2;5;2;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;1;1;4;4;2;1;2;6;3;2;1;3;3;1;4;3;3;4;4;4;3;0;2;2;1;2;2;3;12;1;5;1;1;1;1;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;17;0;0;0;0;6;0;-4;"";"";9;1;25;4;15;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;2;3;2;2;2;6;1;1;0,46967;0,73731
3492;0;191092;3973;2;1;4;13;5;2;1;69;1;1;1;0;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;2;4;998;999;999;6;7;998;97;10;9998;0;1;4;1;1;1;1;5;3;3;1;7;7;1;1;7;1;1;7;1;7;1;1;7;1;1;7;7;1;7;7;7;7;0;0;5;4;0;4;2;0;3;0;3;5;0;3;3;0;0;3;0;0;0;0;1;1;9997;3;4;5;0;3;2;0;0;6;3;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;26;1;0;0;0;33;0;-4;"";"";9;1;25;4;13;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;9998;0;1;1;1;3;12;2;2,99427;0,79928
3492;0;102350;3166;2;1;4;0;3;3;2;46;1;1;1;0;1;2;2;1;2;2;1;1;1;1;1;1;2;1;2;2;2;5;11;13;77;13;70;999;97;10;9998;0;9997;5;1;1;1;1;1;4;1;1;7;1;1;1;7;7;1;1;1;7;1;1;7;1;1;7;7;1;7;7;1;7;0;5;4;3;0;0;1;4;3;0;1;1;0;3;3;0;0;5;0;0;4;0;2;0;9997;3;10;5;0;5;1;1;2;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-4;"";"";7;1;25;2;16;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;9998;0;9997;0;9997;6;2;3;0,61033;0,89607
3492;0;50352;1848;2;1;4;0;2;3;1;52;1;1;1;0;4;4;4;2;1;2;1;1;1;2;2;1;2;2;2;3;4;4;8;18;51;8;35;1;97;10;3;28;0;8;1;1;1;1;1;6;1;8;7;7;7;7;7;7;1;7;1;7;7;1;7;1;1;7;7;1;7;7;7;7;0;0;0;0;0;0;1;0;1;0;0;1;0;5;1;0;0;1;0;0;0;0;1;8996;3;3;4;2;2;1;1;2;7;6;12;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;16;0;-4;"";"";3;1;25;5;18;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;3;28;3;8996;8996;3;7;5;5,54952;1,30425
3492;0;96937;3048;2;1;4;0;2;3;2;52;1;1;1;0;1;1;1;1;2;1;1;1;1;2;1;1;2;2;2;2;2;2;7;9;20;20;7;13;97;10;9977;0;1;5;1;1;1;1;4;4;4;1;7;1;1;1;7;7;1;1;1;7;7;1;7;7;7;7;7;1;7;7;7;7;0;4;6;4;0;0;4;5;6;0;0;1;0;0;0;0;0;5;0;0;0;0;1;21;1;3;11;2;2;1;1;1;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;6;0;-4;"";"";7;1;25;2;15;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;9977;0;9977;21;21;6;2;1;0,76873;1,43454
3492;0;73641;2534;2;1;4;0;2;3;1;84;1;1;1;0;2;2;2;1;2;1;1;1;1;2;1;1;1;1;1;1;1;2;7;51;18;78;998;999;1;10;9998;0;1;4;1;1;1;1;6;4;4;2;7;1;1;1;7;1;1;7;1;1;1;1;7;1;1;1;7;1;1;7;1;1;0;7;7;7;0;8;6;0;6;7;7;7;0;8;7;6;0;6;7;0;7;6;1;8996;1;3;4;2;2;1;2;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;31;0;0;0;0;38;0;-4;"";"";4;1;25;6;13;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;9998;0;1;8996;8996;3;12;1;2,42512;1,5128
3492;0;42841;1568;2;1;4;0;2;3;1;55;1;1;1;0;4;3;2;2;1;2;1;1;1;2;1;1;1;2;2;3;4;5;13;18;6;51;14;8;8;10;2;3;0;6;1;1;1;1;1;7;1;7;7;1;1;1;7;7;1;1;1;7;1;1;7;1;1;1;7;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;1;1;0;1;1;1;0;1;1;1;1;1;1;2;2;3;6;2;2;1;1;1;5;4;5;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;28;0;-4;"";"";3;1;25;5;19;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;2;3;2;2;2;4;5;4;1,21184;1,35903
3492;0;36897;1343;2;1;4;0;3;3;1;60;2;2;2;303;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;50;26;8;8;998;999;97;10;8996;0;2;6;1;1;1;1;2;4;1;3;7;1;1;1;7;7;1;1;1;7;1;1;7;7;1;7;7;1;7;7;7;7;0;3;4;2;0;0;1;1;3;0;1;1;0;0;1;0;0;4;0;0;0;0;1;2;2;3;13;2;2;1;1;1;2;2;3;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;6;0;-4;"";"";3;1;25;5;14;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;8996;0;8996;2;2;6;2;2;0,46166;0,84891
3492;0;30155;1113;2;1;4;0;3;3;1;50;1;1;1;0;2;2;2;2;2;1;2;1;1;1;1;1;1;2;1;2;4;5;51;18;8;51;8;63;8;10;2;8996;0;7;1;1;1;1;1;8;1;4;7;1;1;1;7;1;1;7;1;7;1;1;7;1;1;7;7;1;1;7;1;7;0;2;3;1;0;4;1;0;1;0;1;1;0;1;2;0;0;1;3;0;1;0;1;2;2;3;12;2;2;5;1;1;1;4;3;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;20;0;0;0;0;12;0;-4;"";"";2;1;25;4;20;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;2;8996;2;2;2;6;1;2;0,53268;0,81469
3492;0;100265;3123;2;1;4;0;1;3;2;48;1;1;1;0;5;5;5;1;1;2;1;1;1;1;1;1;1;1;2;3;2;3;8;5;997;997;999;999;98;10;2;9993;0;5;1;1;1;1;2;8;7;5;7;1;7;7;7;7;1;7;1;7;7;7;7;1;7;7;7;1;7;7;7;7;0;98;0;0;0;0;98;0;98;0;0;0;0;98;0;0;0;98;0;0;0;0;1;2;1;3;13;2;1;2;1;1;2;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;5;0;-4;"";"";7;1;25;2;15;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;2;9993;2;2;2;6;2;2;0,82579;1,21835
3492;0;693;20;1;1;4;79;5;3;1;71;1;1;1;0;1;4;1;2;2;2;2;1;1;2;2;1;2;2;2;1;1;4;58;51;6;6;997;999;1;10;1;9997;0;1;1;1;1;1;6;1;7;1;1;7;1;1;7;1;1;1;1;1;1;1;7;1;1;7;7;1;7;7;7;1;98;0;6;8;0;3;8;6;8;6;5;7;0;7;8;0;0;8;0;0;0;4;1;1;1;3;11;6;0;1;2;0;0;2;5;2;0;0;0;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;14;0;-4;"";"";2;1;25;4;18;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;9997;1;1;1;6;12;4;0,33701;0,79928
