"ESTUDIO";"ENTREV";"REGISTRO";"CUES";"TIPO_TEL";"CCAA";"PROV";"MUN";"TAMUNI";"CAPITAL";"SEXO";"EDAD";"NACIONALIDAD";"ADQUINAC";"PAISNAC";"PAISNAC2";"P4";"P5";"P6";"P7_1";"P7_2";"P7_3";"P7_4";"P7_5";"P7_6";"P7_7";"P7_8";"P7_9";"P7_10";"P7_11";"P7_12";"P8";"ECOPER";"ECOESP";"PESPANNA1";"PESPANNA2";"PESPANNA3";"PPERSONAL1";"PPERSONAL2";"PPERSONAL3";"PREFPTE";"PROBVOTO";"INTENCIONG";"INTENCIONGALTER";"SIMPATIA";"ESCIDEOL";"LIDERESCONOCE_1";"LIDERESCONOCE_2";"LIDERESCONOCE_3";"LIDERESCONOCE_4";"VALORALIDERES_1";"VALORALIDERES_2";"VALORALIDERES_3";"VALORALIDERES_4";"CONOMINIS_1";"CONOMINIS_2";"CONOMINIS_3";"CONOMINIS_4";"CONOMINIS_5";"CONOMINIS_6";"CONOMINIS_7";"CONOMINIS_8";"CONOMINIS_9";"CONOMINIS_10";"CONOMINIS_11";"CONOMINIS_12";"CONOMINIS_13";"CONOMINIS_14";"CONOMINIS_15";"CONOMINIS_16";"CONOMINIS_17";"CONOMINIS_18";"CONOMINIS_19";"CONOMINIS_20";"CONOMINIS_21";"CONOMINIS_22";"VALMINIS_1";"VALMINIS_2";"VALMINIS_3";"VALMINIS_4";"VALMINIS_5";"VALMINIS_6";"VALMINIS_7";"VALMINIS_8";"VALMINIS_9";"VALMINIS_10";"VALMINIS_11";"VALMINIS_12";"VALMINIS_13";"VALMINIS_14";"VALMINIS_15";"VALMINIS_16";"VALMINIS_17";"VALMINIS_18";"VALMINIS_19";"VALMINIS_20";"VALMINIS_21";"VALMINIS_22";"PARTICIPACIONG";"RECUVOTOG";"CERCANIA";"ESCUELA";"NIVELESTENTREV";"RELIGION";"PRACTICARELIG6";"ECIVIL";"SITLAB";"RELALAB";"CNO11";"INGRESHOG";"CLASESOCIAL";"SINCERIDAD";"IA_I504";"IA_I505";"IA_I506";"IA_I507";"IA_I508";"IA_I509";"IA_I510";"IA_I511";"IA_I512";"IA_I513";"IA_I514";"IA_I515";"IA_I516";"IA_I517";"IA_I518";"IA_I519";"IA_I520";"IA_I521";"IA_I522";"IA_I523";"IA_I524";"IA_I525";"IA_I526";"IA_I528";"IA_I529";"IA_I530";"IA_I531";"IA_I532";"IA_I533";"IA_I534";"IA_I535";"IA_I536";"IA_I537";"IA_I538";"IA_I539";"IA_I540";"IA_I541";"IA_I542";"IA_I543";"IA_OBS0";"IA_OBS1";"IA_OBS2";"IA_E1_DIA";"IA_E1_MES";"IA_E1_ANYO";"IA_E2";"IA_E3";"IA_E4";"IA_VALIDA";"IA_APLAZADA";"IA_MODIFICADA";"IA_SUPERVISADA";"IA_C2";"IA_C2A";"IA_C2B_26";"IA_C2B_27";"IA_C2B_28";"IA_C2B_29";"IA_C2B_30";"IA_C2B_31";"IA_C2B_32";"IA_C2B_33";"IA_C2B_34";"IA_C2B_35";"IA_C2B_36";"IA_C2B_37";"IA_C2B_38";"IA_C2B_39";"IA_C2B_40";"IA_C2B_41";"IA_C2B_42";"IA_C2B_43";"IA_C2B_44";"IA_C2B_45";"IA_C3";"IA_C4";"INTENCIONGR";"INTENCIONGALTERR";"VOTOSIMG";"RECUVOTOGR";"RECUERDO";"ESTUDIOS";"CNO11R";"CLASESUB";"PESO";"PESOCCAA"
3492;0;58078;2090;2;8;47;0;3;3;2;19;1;1;1;0;5;3;5;2;2;2;2;1;1;2;1;1;1;2;1;3;1;2;11;19;70;7;70;20;3;10;3;2;0;8;1;1;1;1;1;4;1;6;7;1;7;1;7;7;1;7;1;1;1;1;7;1;1;1;7;1;7;7;1;7;0;3;0;2;0;0;1;0;1;1;3;1;0;1;1;4;0;1;0;0;2;0;3;0;3;3;6;4;0;2;6;0;0;8;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;-4;"";"";3;1;25;5;12;3;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;3;2;3;0;9995;4;13;2;1,52794;1,40806
3492;0;94270;3000;2;8;47;0;3;3;2;25;1;1;1;0;2;4;2;1;1;2;1;1;1;1;1;1;1;1;2;2;2;4;8;18;14;8;14;58;97;10;2;3;0;8;1;1;1;1;1;5;1;9;7;7;7;1;1;7;1;1;1;1;1;1;1;7;1;1;7;1;1;7;7;1;0;0;0;1;1;0;1;1;1;1;1;1;1;0;1;1;0;1;1;0;0;1;1;2;2;3;10;1;4;2;6;0;0;1;3;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;14;0;-4;"";"";7;1;25;2;13;2;1;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;2;3;2;2;2;6;13;2;0,7175;1,02754
3492;0;74826;2568;2;8;47;0;2;3;1;53;1;1;1;0;1;1;1;2;2;1;1;1;1;1;2;2;1;2;2;1;1;5;52;21;11;996;301;999;4;9;1;8996;0;1;1;1;1;1;6;1;7;1;7;1;1;1;7;7;1;1;1;7;7;1;7;1;1;1;7;1;7;7;7;1;0;98;6;98;0;0;7;98;3;0;0;5;0;98;5;98;0;6;0;0;0;98;1;21;21;3;14;4;0;5;1;1;2;4;3;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;1;0;46;0;0;0;0;46;0;-4;"";"";4;1;25;6;23;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;8996;1;21;21;6;2;2;0,59109;0,82239
3492;0;18312;685;2;8;47;0;2;3;1;53;1;1;1;0;1;1;2;2;2;1;1;1;1;1;2;1;1;1;2;3;2;4;51;8;18;51;8;998;97;10;28;2;0;7;1;1;1;1;1;3;3;1;7;1;1;1;7;1;1;7;1;1;1;1;7;1;1;7;7;1;7;7;1;7;0;5;4;4;0;7;3;0;2;5;4;3;0;4;2;0;0;4;0;0;4;0;1;8995;2;3;6;4;0;1;1;1;9;4;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;0;0;0;0;11;0;-4;"";"";2;1;25;4;15;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;28;2;28;8995;8995;4;9;2;1,29023;0,82239
3492;0;48424;1778;1;8;47;0;2;3;2;60;1;1;1;0;2;2;2;1;1;2;1;1;1;1;1;1;2;2;1;2;2;4;20;46;7;20;9;999;97;10;9998;0;9997;3;1;1;1;1;5;3;7;1;7;1;1;1;7;7;1;7;1;7;1;1;7;1;1;1;7;1;7;7;7;7;0;5;5;2;0;0;6;0;5;0;6;6;0;2;6;6;0;6;0;0;0;0;1;9999;9997;3;5;2;2;1;1;1;5;4;3;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;14;0;0;1;0;22;1;-4;"";"";3;1;25;5;18;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;9998;0;9997;9999;9999;5;5;2;1,18473;0,84039
3492;0;77860;2653;2;8;47;0;2;3;2;57;1;1;1;0;4;2;2;2;1;2;2;1;1;2;1;1;2;2;2;2;4;4;24;18;35;35;20;58;97;8;9998;0;9997;8;1;1;1;1;1;5;1;5;7;1;1;1;7;1;1;1;1;1;1;1;7;1;1;1;1;1;1;7;1;1;0;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;3;9998;3;11;1;6;1;7;0;0;4;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;-4;"";"";4;1;25;6;24;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;9998;0;9997;3;3;6;14;2;0,53105;0,84039
3492;0;987;33;2;8;47;186;5;1;2;78;1;1;1;0;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;4;2;4;7;6;22;6;78;998;1;10;8995;21;0;3;1;1;1;1;4;1;6;1;7;7;1;1;7;7;1;1;1;7;1;1;7;7;1;1;1;1;1;7;7;7;0;0;5;5;0;0;6;5;6;0;4;5;0;0;4;5;6;6;4;0;0;0;1;8995;9;3;9;6;0;1;2;0;0;3;5;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;21;1;0;2;0;14;0;-4;"";"";2;1;25;4;14;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;8995;21;8995;8995;8995;6;12;4;0,4382;2,34071
3492;0;2457;90;2;8;47;186;5;1;2;64;1;1;1;0;2;1;2;1;1;2;1;1;1;1;1;1;2;2;2;2;2;4;1;13;80;29;55;999;8;10;3;2;0;8;1;1;1;1;1;6;2;9;1;7;1;1;7;7;1;1;1;1;1;1;1;1;1;1;7;1;7;7;7;7;4;0;2;2;0;0;2;2;1;2;2;1;2;4;1;1;0;5;0;0;0;0;1;3;2;3;11;1;5;2;1;1;2;3;3;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;12;0;-4;"";"";2;1;25;4;21;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;3;2;3;3;3;6;2;2;0,37175;0,72238
3492;0;4601;179;2;8;47;186;5;1;1;45;1;1;1;0;2;3;3;2;2;2;1;1;1;1;2;2;2;2;2;2;3;4;7;1;51;7;51;6;97;6;9998;0;4;3;1;1;1;1;4;3;4;1;1;1;1;1;7;7;1;7;1;1;1;1;7;1;1;1;1;1;7;7;7;1;6;7;6;6;0;0;6;0;6;7;5;4;0;5;4;7;5;7;0;0;0;6;1;9998;4;3;5;6;0;2;1;1;3;4;3;1;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;28;0;0;0;0;37;0;-4;"";"";2;1;25;4;17;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;9998;0;8;9998;9998;5;3;2;0,9032;0,7069
3492;0;5270;197;2;8;47;186;5;1;1;49;1;1;1;0;5;5;5;2;1;1;1;1;1;2;1;1;2;1;1;2;3;5;24;11;1;11;24;18;2;10;2;3;0;8;1;1;1;1;1;5;1;5;1;1;1;1;7;7;1;1;1;7;1;1;7;7;1;1;7;1;1;1;7;1;98;3;1;1;0;0;1;1;1;0;2;1;0;0;1;1;0;1;2;2;0;98;1;3;2;3;5;1;4;1;1;1;5;2;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-4;"";"";2;1;25;4;17;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;2;3;2;3;3;5;5;3;0,9032;0,7069
3492;0;15323;570;2;8;47;186;5;1;1;29;1;1;1;0;5;2;3;1;1;1;2;1;1;2;1;2;2;2;2;2;5;4;51;9;21;51;8;7;96;10;9998;0;9997;3;1;1;7;1;1;4;0;2;7;1;1;1;7;7;7;1;1;7;1;1;1;1;1;1;7;1;7;7;7;7;0;1;2;1;0;0;0;2;1;0;1;1;1;4;1;3;0;7;0;0;0;0;2;0;9997;3;13;1;6;2;1;1;2;4;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;4;0;-4;"";"";2;1;25;4;13;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;9998;0;9997;0;9997;6;2;5;0,43596;0,77171
3492;0;16186;613;2;8;47;186;5;1;2;21;1;1;1;0;1;2;1;1;1;1;2;1;1;1;2;1;1;1;2;2;2;4;21;996;58;996;58;21;97;10;9998;0;8995;3;1;1;1;1;6;5;6;1;7;1;7;1;1;7;1;1;1;7;7;1;7;7;1;7;7;1;7;7;7;7;0;99;0;99;99;0;6;7;6;0;0;99;0;0;6;0;0;5;0;0;0;0;1;21;8995;3;6;6;0;2;6;0;0;6;5;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;1;0;10;0;0;0;0;18;0;-4;"";"";2;1;25;4;19;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;9998;0;8995;21;21;4;13;4;1,3472;1,11893
3492;0;19736;731;1;8;47;186;5;1;2;78;1;1;1;0;2;2;1;1;1;1;2;2;1;1;1;2;2;1;2;2;2;2;13;7;1;997;999;999;1;10;1;8996;0;5;1;1;1;1;8;1;4;1;7;1;1;7;7;1;1;7;1;7;1;1;7;7;1;7;7;1;7;7;7;7;0;5;7;0;0;8;5;0;8;0;7;7;0;0;7;0;0;8;0;0;0;0;1;1;1;3;11;4;0;1;2;0;0;2;3;1;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;13;1;0;0;0;23;0;-4;"";"";2;1;25;4;11;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;8996;1;1;1;6;12;2;0,4382;2,34071
3492;0;20554;757;2;8;47;186;5;1;1;56;1;2;2;343;1;1;2;1;2;1;1;1;1;1;1;1;2;2;1;3;2;2;13;80;77;13;80;77;97;10;9998;0;9997;5;1;1;1;1;3;3;4;1;7;1;7;1;7;1;1;1;1;7;1;1;7;7;1;7;7;1;7;7;7;7;0;5;0;5;0;6;5;5;4;0;5;4;0;0;4;0;0;6;0;0;0;0;1;1;1;3;12;2;1;1;1;3;2;1;3;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;25;0;0;0;0;36;1;-4;"";"";2;1;25;4;17;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;9998;0;9997;1;1;6;2;2;0,35861;0,59964
3492;0;29225;1079;2;8;47;186;5;1;2;47;1;1;1;0;5;2;2;2;2;1;1;1;1;2;1;1;1;2;1;4;5;5;18;76;24;9;8;6;97;0;9997;0;9997;99;1;7;7;1;1;0;0;1;7;7;7;1;7;7;7;7;7;7;7;1;7;7;1;7;7;1;1;7;7;7;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;2;0;9997;3;11;6;0;2;4;0;0;6;12;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;-4;"";"";2;1;25;4;11;4;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;9997;0;9997;0;9997;6;16;5;0,4741;0,69678
3492;0;32620;1198;2;8;47;186;5;1;1;21;1;1;1;0;1;2;1;1;2;2;2;1;1;2;2;1;1;2;2;2;2;4;35;16;49;3;20;8;3;9;3;2;0;3;1;1;1;1;1;1;1;1;7;7;7;1;7;1;1;1;1;7;7;1;7;1;1;1;7;1;7;7;7;7;0;0;0;3;0;4;2;6;2;0;0;4;0;3;1;3;0;2;0;0;0;0;1;1;8;3;6;4;0;2;6;0;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;17;0;-4;"";"";2;1;25;4;15;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;3;2;3;1;1;4;13;1;1,17432;2,22841
3492;0;33221;1214;1;8;47;186;5;1;1;56;1;1;1;0;4;3;2;1;2;1;1;1;1;1;1;1;1;2;2;3;2;2;11;6;16;6;9;1;96;10;2;3;0;7;1;1;1;1;2;7;3;6;7;1;1;1;7;7;1;7;1;7;1;1;7;7;1;1;7;1;7;1;7;1;0;5;5;6;0;0;3;0;4;0;5;4;0;0;1;5;0;6;0;4;0;1;1;3;2;3;7;2;2;1;1;1;5;3;5;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;22;0;0;0;1;20;0;-4;"";"";4;1;25;6;20;2;1;1;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;2;3;2;3;3;5;5;4;0,35861;0,59964
3492;0;38553;1411;2;8;47;186;5;1;1;75;1;1;1;0;1;2;2;1;1;2;1;1;1;1;1;1;2;2;2;3;2;2;1;16;998;6;18;999;1;10;9999;0;9997;1;1;1;1;1;8;5;7;1;7;7;1;1;7;7;1;1;1;7;1;1;7;1;1;1;7;1;1;7;7;7;0;0;8;10;0;0;10;8;9;0;9;10;0;10;10;10;0;10;9;0;0;0;1;9999;9999;3;2;1;5;1;2;0;0;5;5;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;39;0;-4;"";"";3;1;25;5;20;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;9999;0;9997;9999;9999;2;12;4;2,84629;0,7685
3492;0;39785;1456;2;8;47;186;5;1;2;31;1;1;1;0;2;2;2;1;2;2;2;1;1;2;1;1;2;2;2;3;3;2;51;73;58;58;73;9;3;9;3;9998;0;8;1;1;1;1;2;7;5;9;7;7;7;7;7;7;1;7;1;7;7;1;7;7;1;7;7;1;1;1;7;7;0;0;0;0;0;0;5;0;7;0;0;7;0;0;9;0;0;5;5;7;0;0;1;2;2;3;10;2;1;2;1;1;2;5;11;3;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;18;0;-4;"";"";3;1;25;5;15;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;3;9998;3;2;2;6;2;6;0,63262;0,81655
3492;0;40820;1491;2;8;47;186;5;1;2;42;1;1;1;0;2;3;3;1;2;1;2;1;1;2;2;1;1;1;2;2;2;5;8;35;25;46;15;35;97;9;2;5;0;6;1;1;1;1;2;3;1;2;1;1;1;1;7;1;1;1;1;1;1;1;7;1;1;1;1;1;1;1;7;7;2;3;2;2;0;3;1;2;1;2;3;2;0;3;1;2;2;2;3;2;0;0;1;2;2;3;11;4;0;1;1;2;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;5;0;-4;"";"";3;1;25;5;18;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;2;5;2;2;2;6;1;1;0,59672;0,79885
3492;0;47604;1749;2;8;47;186;5;1;2;53;1;1;1;0;4;1;1;1;1;2;1;1;1;1;1;1;2;2;1;2;2;5;50;20;22;22;50;20;97;0;9999;0;9999;99;1;1;1;1;1;1;1;1;7;1;1;1;7;1;1;7;1;1;1;1;7;1;1;1;7;1;7;7;1;7;0;1;1;1;0;1;1;0;1;1;1;1;0;1;1;1;0;1;0;0;1;0;1;9999;9997;3;9;1;4;1;1;1;2;3;3;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;5;0;-4;"";"";3;1;25;5;15;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;9999;0;9999;9999;9999;6;2;2;0,4741;0,69678
3492;0;47614;1750;2;8;47;186;5;1;1;26;1;1;1;0;4;4;3;1;1;1;1;1;1;2;1;1;1;1;2;2;1;4;7;8;51;8;998;999;3;8;3;2;0;8;1;1;1;1;1;7;1;9;1;1;7;1;7;7;1;7;1;7;1;1;7;7;1;1;7;1;7;7;1;7;3;3;0;1;0;0;3;0;1;0;1;3;0;0;1;3;0;5;0;0;1;0;1;3;3;3;7;1;4;2;1;1;8;4;3;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;15;0;-4;"";"";3;1;25;5;13;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;3;2;3;3;3;5;8;2;0,43596;0,77171
3492;0;47777;1759;2;8;47;186;5;1;1;49;1;1;1;0;4;2;1;1;1;2;1;1;1;2;1;2;2;2;2;2;2;2;18;20;52;18;65;998;97;10;9998;0;2;6;1;1;1;1;1;2;1;1;7;1;1;1;7;1;1;7;1;7;1;1;7;1;1;1;7;1;7;7;1;1;0;4;4;2;0;5;1;0;1;0;3;1;0;5;1;2;0;5;0;0;5;5;1;2;2;3;13;1;5;2;1;1;2;4;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;10;0;0;0;0;21;0;-4;"";"";3;1;25;5;19;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;9998;0;2;2;2;6;2;2;0,41378;0,7069
3492;0;65431;2298;2;8;47;186;5;1;2;23;1;1;1;0;4;2;1;1;1;1;2;1;1;1;2;1;1;1;2;3;4;5;51;13;25;9;8;999;97;10;9998;0;9997;6;1;1;1;1;1;1;1;2;7;1;1;1;7;1;1;7;1;7;1;1;7;1;1;1;7;1;7;7;1;7;0;3;3;2;0;4;1;0;1;0;2;1;0;2;1;1;0;1;0;0;3;0;1;9999;9997;3;6;4;0;2;1;1;5;3;5;1;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;24;0;0;0;0;40;0;-4;"";"";3;1;25;5;16;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;9998;0;9997;9999;9999;4;5;4;1,3472;1,11893
3492;0;78986;2684;2;8;47;186;5;1;2;35;1;1;1;0;4;4;4;1;2;2;1;1;1;1;1;1;2;2;2;2;2;2;7;9;6;6;9;7;1;10;9998;0;1;4;1;1;1;1;5;5;6;2;7;7;7;1;7;7;1;7;1;7;1;1;7;7;1;7;7;1;7;7;7;7;0;0;0;3;0;0;5;0;7;0;5;6;0;0;5;0;0;6;0;0;0;0;1;1;1;3;7;2;1;1;1;1;4;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;10;0;-4;"";"";4;1;25;6;11;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;9998;0;1;1;1;5;4;2;0,59672;0,79885
3492;0;86880;2867;2;8;47;186;5;1;2;50;1;1;1;0;1;4;1;1;2;2;1;2;1;2;2;2;2;2;2;2;4;2;7;9;17;7;9;80;1;10;8;1;0;1;1;1;1;1;7;1;4;1;1;1;1;1;1;1;1;1;1;7;1;1;7;7;1;1;7;1;7;7;1;1;5;4;6;5;7;6;4;7;4;0;7;5;0;0;8;5;0;6;0;0;7;6;1;21;8;3;4;6;0;2;1;1;9;5;6;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;17;0;0;0;0;8;0;-4;"";"";7;1;25;2;16;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;8;1;8;21;21;3;9;5;2,3303;0,69678
3492;0;93981;2996;2;8;47;186;5;1;1;25;1;1;1;0;1;2;1;1;2;1;1;1;1;1;1;1;2;1;2;2;2;4;7;51;77;48;7;9;4;10;21;1;0;2;1;1;1;1;6;2;6;1;7;1;1;1;1;7;1;1;1;7;1;1;7;7;1;1;1;1;1;7;1;1;0;5;4;5;7;0;7;8;5;0;5;5;0;0;7;7;8;5;5;0;5;7;1;21;21;3;7;6;0;2;1;3;3;5;3;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;14;0;0;0;0;13;1;-4;"";"";7;1;25;2;14;2;1;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;21;1;21;21;21;5;3;2;0,43596;0,77171
3492;0;102742;3174;2;8;47;186;5;1;1;78;1;1;1;0;1;2;1;2;2;2;1;1;1;2;2;1;2;2;1;3;2;2;7;1;9;7;80;9;1;10;8;21;0;3;1;1;1;1;5;2;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;8;7;9;10;5;8;9;6;7;6;8;7;8;9;8;9;5;6;6;7;8;1;21;9;3;5;6;0;1;2;0;0;4;5;2;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;2;0;56;0;0;0;0;75;0;-4;"";"";7;1;25;2;18;3;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;8;21;8;21;21;5;12;4;0,53098;0,7685
3492;0;105560;3215;2;8;47;186;5;1;1;63;1;1;1;0;2;2;2;2;2;2;1;1;1;1;2;1;2;2;2;3;2;2;51;8;80;9;29;998;97;8;1;9998;0;5;1;1;1;1;5;2;3;1;7;1;1;1;1;1;1;1;1;7;1;1;1;1;1;1;7;1;1;7;1;1;0;5;5;5;5;5;3;5;3;0;3;5;5;5;5;7;0;5;5;0;3;3;1;1;1;3;5;5;0;2;4;0;0;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-4;"";"";7;1;25;2;12;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;9998;1;1;1;5;16;4;0,74738;0,59964
